uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
ES,PNEUMONIA,HOSPITAL,"40 - 49",F,37
ES,PNEUMONIA,HOSPITAL,"40 - 49",M,92
ES,PNEUMONIA,OUTRO,"40 - 49",M,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
ES,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
ES,SEPTICEMIA,DOMICILIO,"40 - 49",M,6
ES,SEPTICEMIA,HOSPITAL,"40 - 49",F,84
ES,SEPTICEMIA,HOSPITAL,"40 - 49",M,91
ES,SEPTICEMIA,IGNORADO,"40 - 49",F,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
ES,SRAG,DOMICILIO,"40 - 49",M,4
ES,SRAG,HOSPITAL,"40 - 49",F,7
ES,SRAG,HOSPITAL,"40 - 49",M,8
GO,OUTRAS,DOMICILIO,"40 - 49",F,81
GO,OUTRAS,DOMICILIO,"40 - 49",M,233
GO,OUTRAS,HOSPITAL,"40 - 49",F,286
GO,OUTRAS,HOSPITAL,"40 - 49",M,428
GO,OUTRAS,IGNORADO,"40 - 49",F,13
GO,OUTRAS,IGNORADO,"40 - 49",M,38
GO,OUTRAS,OUTRO,"40 - 49",F,29
GO,OUTRAS,OUTRO,"40 - 49",M,87
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,64
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,96
GO,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
GO,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
GO,OUTRAS,VIA_PUBLICA,"40 - 49",F,12
GO,OUTRAS,VIA_PUBLICA,"40 - 49",M,75
GO,COVID,DOMICILIO,"40 - 49",F,14
GO,COVID,DOMICILIO,"40 - 49",M,18
GO,COVID,HOSPITAL,"40 - 49",F,648
GO,COVID,HOSPITAL,"40 - 49",I,1
GO,COVID,HOSPITAL,"40 - 49",M,1121
GO,COVID,IGNORADO,"40 - 49",F,5
GO,COVID,IGNORADO,"40 - 49",M,7
GO,COVID,OUTRO,"40 - 49",F,4
GO,COVID,OUTRO,"40 - 49",M,6
GO,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,99
GO,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,104
GO,COVID,VIA_PUBLICA,"40 - 49",F,1
GO,COVID,VIA_PUBLICA,"40 - 49",M,1
GO,INDETERMINADA,DOMICILIO,"40 - 49",M,3
GO,INDETERMINADA,HOSPITAL,"40 - 49",M,3
GO,INDETERMINADA,IGNORADO,"40 - 49",M,1
GO,INDETERMINADA,OUTRO,"40 - 49",F,3
GO,INDETERMINADA,OUTRO,"40 - 49",M,2
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
GO,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,16
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,25
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,89
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,56
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,8
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,11
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,14
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,16
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,2
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
GO,PNEUMONIA,DOMICILIO,"40 - 49",F,6
GO,PNEUMONIA,DOMICILIO,"40 - 49",M,6
GO,PNEUMONIA,HOSPITAL,"40 - 49",F,85
GO,PNEUMONIA,HOSPITAL,"40 - 49",M,149
GO,PNEUMONIA,IGNORADO,"40 - 49",F,3
GO,PNEUMONIA,IGNORADO,"40 - 49",M,3
GO,PNEUMONIA,OUTRO,"40 - 49",F,2
GO,PNEUMONIA,OUTRO,"40 - 49",M,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,23
GO,SEPTICEMIA,DOMICILIO,"40 - 49",F,3
GO,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
GO,SEPTICEMIA,HOSPITAL,"40 - 49",F,95
GO,SEPTICEMIA,HOSPITAL,"40 - 49",M,115
GO,SEPTICEMIA,IGNORADO,"40 - 49",F,1
GO,SEPTICEMIA,IGNORADO,"40 - 49",M,2
GO,SEPTICEMIA,OUTRO,"40 - 49",F,2
GO,SEPTICEMIA,OUTRO,"40 - 49",M,2
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,20
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
GO,SRAG,HOSPITAL,"40 - 49",F,7
GO,SRAG,HOSPITAL,"40 - 49",M,14
GO,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MA,OUTRAS,AMBULANCIA,"40 - 49",F,1
MA,OUTRAS,AMBULANCIA,"40 - 49",M,2
MA,OUTRAS,DOMICILIO,"40 - 49",F,100
MA,OUTRAS,DOMICILIO,"40 - 49",M,222
MA,OUTRAS,HOSPITAL,"40 - 49",F,387
MA,OUTRAS,HOSPITAL,"40 - 49",M,459
MA,OUTRAS,IGNORADO,"40 - 49",F,4
MA,OUTRAS,IGNORADO,"40 - 49",M,9
MA,OUTRAS,OUTRO,"40 - 49",F,11
MA,OUTRAS,OUTRO,"40 - 49",M,54
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
MA,OUTRAS,POSTO_SAUDE,"40 - 49",M,3
MA,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
MA,OUTRAS,VIA_PUBLICA,"40 - 49",M,48
MA,COVID,DOMICILIO,"40 - 49",F,3
MA,COVID,DOMICILIO,"40 - 49",M,2
MA,COVID,HOSPITAL,"40 - 49",F,164
MA,COVID,HOSPITAL,"40 - 49",M,330
MA,COVID,IGNORADO,"40 - 49",F,3
MA,COVID,IGNORADO,"40 - 49",M,3
MA,COVID,OUTRO,"40 - 49",F,3
MA,COVID,OUTRO,"40 - 49",M,4
MA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
MA,COVID,VIA_PUBLICA,"40 - 49",F,1
MA,COVID,VIA_PUBLICA,"40 - 49",M,2
MA,INDETERMINADA,DOMICILIO,"40 - 49",F,1
MA,INDETERMINADA,DOMICILIO,"40 - 49",M,3
MA,INDETERMINADA,HOSPITAL,"40 - 49",F,2
MA,INDETERMINADA,HOSPITAL,"40 - 49",M,5
MA,INDETERMINADA,OUTRO,"40 - 49",M,5
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,14
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,18
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,64
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,76
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,3
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,4
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
MA,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"40 - 49",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
MA,PNEUMONIA,DOMICILIO,"40 - 49",F,1
MA,PNEUMONIA,DOMICILIO,"40 - 49",M,6
MA,PNEUMONIA,HOSPITAL,"40 - 49",F,42
MA,PNEUMONIA,HOSPITAL,"40 - 49",M,84
MA,PNEUMONIA,IGNORADO,"40 - 49",F,2
MA,PNEUMONIA,IGNORADO,"40 - 49",M,1
MA,PNEUMONIA,OUTRO,"40 - 49",F,2
MA,PNEUMONIA,OUTRO,"40 - 49",M,2
MA,SEPTICEMIA,AMBULANCIA,"40 - 49",M,1
MA,SEPTICEMIA,DOMICILIO,"40 - 49",F,2
MA,SEPTICEMIA,DOMICILIO,"40 - 49",M,5
MA,SEPTICEMIA,HOSPITAL,"40 - 49",F,82
MA,SEPTICEMIA,HOSPITAL,"40 - 49",M,116
MA,SEPTICEMIA,OUTRO,"40 - 49",F,3
MA,SEPTICEMIA,OUTRO,"40 - 49",M,1
MA,SRAG,DOMICILIO,"40 - 49",F,1
MA,SRAG,DOMICILIO,"40 - 49",M,4
MA,SRAG,HOSPITAL,"40 - 49",F,29
MA,SRAG,HOSPITAL,"40 - 49",M,35
MA,SRAG,IGNORADO,"40 - 49",M,1
MA,SRAG,OUTRO,"40 - 49",F,1
MG,OUTRAS,DOMICILIO,"40 - 49",F,418
MG,OUTRAS,DOMICILIO,"40 - 49",M,1037
MG,OUTRAS,HOSPITAL,"40 - 49",F,1217
MG,OUTRAS,HOSPITAL,"40 - 49",I,1
MG,OUTRAS,HOSPITAL,"40 - 49",M,1545
MG,OUTRAS,IGNORADO,"40 - 49",F,33
MG,OUTRAS,IGNORADO,"40 - 49",M,81
MG,OUTRAS,OUTRO,"40 - 49",F,39
MG,OUTRAS,OUTRO,"40 - 49",M,155
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,149
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,278
MG,OUTRAS,VIA_PUBLICA,"40 - 49",F,37
MG,OUTRAS,VIA_PUBLICA,"40 - 49",M,205
MG,COVID,DOMICILIO,"40 - 49",F,32
MG,COVID,DOMICILIO,"40 - 49",M,36
MG,COVID,HOSPITAL,"40 - 49",F,1384
MG,COVID,HOSPITAL,"40 - 49",M,2081
MG,COVID,IGNORADO,"40 - 49",F,32
MG,COVID,IGNORADO,"40 - 49",M,31
MG,COVID,OUTRO,"40 - 49",F,8
MG,COVID,OUTRO,"40 - 49",M,4
MG,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,74
MG,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,90
MG,COVID,VIA_PUBLICA,"40 - 49",F,1
MG,COVID,VIA_PUBLICA,"40 - 49",M,6
MG,INDETERMINADA,DOMICILIO,"40 - 49",F,21
MG,INDETERMINADA,DOMICILIO,"40 - 49",M,77
MG,INDETERMINADA,HOSPITAL,"40 - 49",F,15
MG,INDETERMINADA,HOSPITAL,"40 - 49",M,20
MG,INDETERMINADA,IGNORADO,"40 - 49",F,1
MG,INDETERMINADA,IGNORADO,"40 - 49",M,8
MG,INDETERMINADA,OUTRO,"40 - 49",F,2
MG,INDETERMINADA,OUTRO,"40 - 49",M,12
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,10
MG,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
MG,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,8
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,19
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,34
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,188
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,190
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,4
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,7
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,18
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,22
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
MG,PNEUMONIA,DOMICILIO,"40 - 49",F,5
MG,PNEUMONIA,DOMICILIO,"40 - 49",M,11
MG,PNEUMONIA,HOSPITAL,"40 - 49",F,220
MG,PNEUMONIA,HOSPITAL,"40 - 49",M,300
MG,PNEUMONIA,IGNORADO,"40 - 49",F,2
MG,PNEUMONIA,IGNORADO,"40 - 49",M,3
MG,PNEUMONIA,OUTRO,"40 - 49",F,1
MG,PNEUMONIA,OUTRO,"40 - 49",M,2
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,9
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
MG,SEPTICEMIA,DOMICILIO,"40 - 49",F,6
MG,SEPTICEMIA,DOMICILIO,"40 - 49",M,8
MG,SEPTICEMIA,HOSPITAL,"40 - 49",F,379
MG,SEPTICEMIA,HOSPITAL,"40 - 49",M,533
MG,SEPTICEMIA,IGNORADO,"40 - 49",F,6
MG,SEPTICEMIA,IGNORADO,"40 - 49",M,12
MG,SEPTICEMIA,OUTRO,"40 - 49",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,23
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,25
MG,SRAG,DOMICILIO,"40 - 49",M,1
MG,SRAG,HOSPITAL,"40 - 49",F,15
MG,SRAG,HOSPITAL,"40 - 49",M,35
MG,SRAG,IGNORADO,"40 - 49",F,1
MG,SRAG,OUTRO,"40 - 49",F,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
MG,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
MS,OUTRAS,DOMICILIO,"40 - 49",F,44
MS,OUTRAS,DOMICILIO,"40 - 49",M,104
MS,OUTRAS,HOSPITAL,"40 - 49",F,175
MS,OUTRAS,HOSPITAL,"40 - 49",M,214
MS,OUTRAS,IGNORADO,"40 - 49",M,1
MS,OUTRAS,OUTRO,"40 - 49",F,4
MS,OUTRAS,OUTRO,"40 - 49",M,38
MS,OUTRAS,POSTO_SAUDE,"40 - 49",F,3
MS,OUTRAS,POSTO_SAUDE,"40 - 49",M,2
MS,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
MS,OUTRAS,VIA_PUBLICA,"40 - 49",M,43
MS,COVID,DOMICILIO,"40 - 49",F,1
MS,COVID,DOMICILIO,"40 - 49",M,7
MS,COVID,HOSPITAL,"40 - 49",F,333
MS,COVID,HOSPITAL,"40 - 49",M,505
MS,COVID,OUTRO,"40 - 49",M,3
MS,COVID,POSTO_SAUDE,"40 - 49",F,1
MS,COVID,POSTO_SAUDE,"40 - 49",M,3
MS,COVID,VIA_PUBLICA,"40 - 49",F,2
MS,COVID,VIA_PUBLICA,"40 - 49",M,4
MS,INDETERMINADA,DOMICILIO,"40 - 49",F,1
MS,INDETERMINADA,DOMICILIO,"40 - 49",M,2
MS,INDETERMINADA,HOSPITAL,"40 - 49",F,2
MS,INDETERMINADA,OUTRO,"40 - 49",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,13
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,39
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,41
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,6
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"40 - 49",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
MS,PNEUMONIA,DOMICILIO,"40 - 49",F,2
MS,PNEUMONIA,DOMICILIO,"40 - 49",M,5
MS,PNEUMONIA,HOSPITAL,"40 - 49",F,44
MS,PNEUMONIA,HOSPITAL,"40 - 49",M,76
MS,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
MS,SEPTICEMIA,HOSPITAL,"40 - 49",F,63
MS,SEPTICEMIA,HOSPITAL,"40 - 49",M,57
MS,SEPTICEMIA,POSTO_SAUDE,"40 - 49",F,1
MS,SRAG,DOMICILIO,"40 - 49",M,1
MS,SRAG,HOSPITAL,"40 - 49",F,4
MS,SRAG,HOSPITAL,"40 - 49",M,8
MT,OUTRAS,DOMICILIO,"40 - 49",F,32
MT,OUTRAS,DOMICILIO,"40 - 49",M,67
MT,OUTRAS,HOSPITAL,"40 - 49",F,117
MT,OUTRAS,HOSPITAL,"40 - 49",M,163
MT,OUTRAS,IGNORADO,"40 - 49",F,109
MT,OUTRAS,IGNORADO,"40 - 49",M,203
MT,OUTRAS,OUTRO,"40 - 49",F,10
MT,OUTRAS,OUTRO,"40 - 49",M,49
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
MT,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
MT,OUTRAS,VIA_PUBLICA,"40 - 49",F,2
MT,OUTRAS,VIA_PUBLICA,"40 - 49",M,23
MT,COVID,DOMICILIO,"40 - 49",M,4
MT,COVID,HOSPITAL,"40 - 49",F,203
MT,COVID,HOSPITAL,"40 - 49",I,1
MT,COVID,HOSPITAL,"40 - 49",M,335
MT,COVID,IGNORADO,"40 - 49",F,164
MT,COVID,IGNORADO,"40 - 49",M,318
MT,COVID,OUTRO,"40 - 49",F,7
MT,COVID,OUTRO,"40 - 49",M,4
MT,COVID,POSTO_SAUDE,"40 - 49",F,1
MT,COVID,VIA_PUBLICA,"40 - 49",F,1
MT,INDETERMINADA,IGNORADO,"40 - 49",M,12
MT,INDETERMINADA,OUTRO,"40 - 49",M,2
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,21
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,28
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,12
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,15
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
MT,PNEUMONIA,HOSPITAL,"40 - 49",F,26
MT,PNEUMONIA,HOSPITAL,"40 - 49",M,38
MT,PNEUMONIA,IGNORADO,"40 - 49",F,19
MT,PNEUMONIA,IGNORADO,"40 - 49",M,30
MT,PNEUMONIA,OUTRO,"40 - 49",F,2
MT,PNEUMONIA,OUTRO,"40 - 49",M,2
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MT,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
MT,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
MT,SEPTICEMIA,HOSPITAL,"40 - 49",F,32
MT,SEPTICEMIA,HOSPITAL,"40 - 49",M,42
MT,SEPTICEMIA,IGNORADO,"40 - 49",F,43
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,34
MT,SEPTICEMIA,OUTRO,"40 - 49",F,1
MT,SEPTICEMIA,OUTRO,"40 - 49",M,3
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MT,SRAG,HOSPITAL,"40 - 49",F,1
MT,SRAG,HOSPITAL,"40 - 49",M,1
MT,SRAG,IGNORADO,"40 - 49",F,1
MT,SRAG,IGNORADO,"40 - 49",M,2
PA,OUTRAS,DOMICILIO,"40 - 49",F,117
PA,OUTRAS,DOMICILIO,"40 - 49",M,193
PA,OUTRAS,HOSPITAL,"40 - 49",F,208
PA,OUTRAS,HOSPITAL,"40 - 49",M,265
PA,OUTRAS,IGNORADO,"40 - 49",F,3
PA,OUTRAS,IGNORADO,"40 - 49",M,9
PA,OUTRAS,OUTRO,"40 - 49",F,17
PA,OUTRAS,OUTRO,"40 - 49",M,69
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,29
PA,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
PA,OUTRAS,VIA_PUBLICA,"40 - 49",F,18
PA,OUTRAS,VIA_PUBLICA,"40 - 49",M,94
PA,COVID,DOMICILIO,"40 - 49",F,1
PA,COVID,DOMICILIO,"40 - 49",M,4
PA,COVID,HOSPITAL,"40 - 49",F,242
PA,COVID,HOSPITAL,"40 - 49",I,1
PA,COVID,HOSPITAL,"40 - 49",M,386
PA,COVID,OUTRO,"40 - 49",F,3
PA,COVID,OUTRO,"40 - 49",M,3
PA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
PA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
PA,COVID,VIA_PUBLICA,"40 - 49",F,4
PA,INDETERMINADA,DOMICILIO,"40 - 49",F,4
PA,INDETERMINADA,DOMICILIO,"40 - 49",M,3
PA,INDETERMINADA,OUTRO,"40 - 49",M,2
PA,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,14
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,10
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,72
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,72
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,6
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,13
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,2
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,3
PA,PNEUMONIA,AMBULANCIA,"40 - 49",M,1
PA,PNEUMONIA,DOMICILIO,"40 - 49",F,3
PA,PNEUMONIA,DOMICILIO,"40 - 49",M,6
PA,PNEUMONIA,HOSPITAL,"40 - 49",F,76
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,71
PA,PNEUMONIA,IGNORADO,"40 - 49",M,2
PA,PNEUMONIA,OUTRO,"40 - 49",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,11
PA,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
PA,SEPTICEMIA,DOMICILIO,"40 - 49",F,6
PA,SEPTICEMIA,DOMICILIO,"40 - 49",M,5
PA,SEPTICEMIA,HOSPITAL,"40 - 49",F,75
PA,SEPTICEMIA,HOSPITAL,"40 - 49",M,100
PA,SEPTICEMIA,OUTRO,"40 - 49",F,3
PA,SEPTICEMIA,OUTRO,"40 - 49",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
PA,SRAG,HOSPITAL,"40 - 49",F,9
PA,SRAG,HOSPITAL,"40 - 49",M,12
PA,SRAG,OUTRO,"40 - 49",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
PB,OUTRAS,DOMICILIO,"40 - 49",F,90
PB,OUTRAS,DOMICILIO,"40 - 49",M,233
PB,OUTRAS,HOSPITAL,"40 - 49",F,232
PB,OUTRAS,HOSPITAL,"40 - 49",M,284
PB,OUTRAS,IGNORADO,"40 - 49",M,1
PB,OUTRAS,OUTRO,"40 - 49",F,4
PB,OUTRAS,OUTRO,"40 - 49",M,34
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,23
PB,OUTRAS,SAMU,"40 - 49",F,1
PB,OUTRAS,VIA_PUBLICA,"40 - 49",F,8
PB,OUTRAS,VIA_PUBLICA,"40 - 49",M,59
PB,COVID,DOMICILIO,"40 - 49",F,5
PB,COVID,DOMICILIO,"40 - 49",M,7
PB,COVID,HOSPITAL,"40 - 49",F,295
PB,COVID,HOSPITAL,"40 - 49",M,381
PB,COVID,IGNORADO,"40 - 49",M,2
PB,COVID,OUTRO,"40 - 49",F,1
PB,COVID,OUTRO,"40 - 49",M,2
PB,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,16
PB,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,10
PB,COVID,VIA_PUBLICA,"40 - 49",M,2
PB,INDETERMINADA,DOMICILIO,"40 - 49",F,5
PB,INDETERMINADA,DOMICILIO,"40 - 49",M,10
PB,INDETERMINADA,HOSPITAL,"40 - 49",F,1
PB,INDETERMINADA,HOSPITAL,"40 - 49",M,2
PB,INDETERMINADA,OUTRO,"40 - 49",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PB,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
PB,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,11
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,44
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,64
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
PB,PNEUMONIA,DOMICILIO,"40 - 49",F,3
PB,PNEUMONIA,DOMICILIO,"40 - 49",M,6
PB,PNEUMONIA,HOSPITAL,"40 - 49",F,48
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,71
PB,PNEUMONIA,OUTRO,"40 - 49",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
